"Day","Date","Temperature","RH","Evaporation","Block","Tray","Pupae_count","Adult_count","Water_added(ml)","Dead","Exp.Day"
1,2021-12-07,28,45,"E",1,3,"0","0","0",NA,1
1,2021-12-07,28,45,"E",1,4,"0","0","0",NA,1
1,2021-12-07,24,60,"C",1,2,"0","0","150",NA,1
1,2021-12-07,24,60,"C",1,3,"0","0","100",NA,1
1,2021-12-07,24,60,"C",1,4,"0","0","150",NA,1
1,2021-12-07,24,60,"E",1,2,"0","0","0",NA,1
1,2021-12-07,24,60,"E",1,3,"0","0","0",NA,1
1,2021-12-07,24,60,"E",1,4,"0","0","0",NA,1
1,2021-12-07,20,60,"C",1,2,"0","0","100",NA,1
1,2021-12-07,20,60,"C",1,3,"0","0","100",NA,1
1,2021-12-07,20,60,"C",1,4,"0","0","100",NA,1
1,2021-12-07,20,60,"E",1,2,"0","0","0",NA,1
1,2021-12-07,20,60,"E",1,3,"0","0","0",NA,1
1,2021-12-07,20,60,"E",1,4,"0","0","0",NA,1
1,2021-12-07,16,60,"C",1,2,"0","0","0",NA,1
1,2021-12-07,16,60,"C",1,3,"0","0","0",NA,1
1,2021-12-07,16,60,"C",1,4,"0","0","0",NA,1
1,2021-12-07,16,60,"E",1,2,"0","0","0",NA,1
1,2021-12-07,16,60,"E",1,3,"0","0","0",NA,1
1,2021-12-07,16,60,"E",1,4,"0","0","0",NA,1
2,2021-12-08,38,30,"C",1,2,"0","0","250",NA,2
2,2021-12-08,38,30,"C",1,3,"0","0","300",NA,2
2,2021-12-08,38,30,"C",1,4,"0","0","300",NA,2
2,2021-12-08,38,30,"E",1,2,"0","0","0",NA,2
2,2021-12-08,38,30,"E",1,3,"0","0","0",NA,2
2,2021-12-08,38,30,"E",1,4,"0","0","0",NA,2
2,2021-12-08,35,75,"C",1,2,"0","0","100",NA,2
2,2021-12-08,35,75,"C",1,3,"0","0","100",NA,2
2,2021-12-08,35,75,"C",1,4,"0","0","100",NA,2
2,2021-12-08,35,75,"E",1,2,"0","0","0",NA,2
2,2021-12-08,35,75,"E",1,3,"0","0","0",NA,2
2,2021-12-08,35,75,"E",1,4,"0","0","0",NA,2
2,2021-12-08,32,45,"C",1,2,"0","0","200",NA,2
2,2021-12-08,32,45,"C",1,3,"0","0","200",NA,2
2,2021-12-08,32,45,"C",1,4,"0","0","200",NA,2
2,2021-12-08,32,45,"E",1,2,"0","0","0",NA,2
2,2021-12-08,32,45,"E",1,3,"0","0","0",NA,2
2,2021-12-08,32,45,"E",1,4,"0","0","0",NA,2
2,2021-12-08,28,45,"C",1,2,"0","0","200",NA,2
2,2021-12-08,28,45,"C",1,3,"0","0","250",NA,2
2,2021-12-08,28,45,"C",1,4,"0","0","200",NA,2
2,2021-12-08,28,45,"E",1,2,"0","0","0",NA,2
2,2021-12-08,28,45,"E",1,3,"0","0","0",NA,2
2,2021-12-08,28,45,"E",1,4,"0","0","0",NA,2
2,2021-12-08,24,60,"C",1,2,"0","0","150",NA,2
2,2021-12-08,24,60,"C",1,3,"0","0","150",NA,2
2,2021-12-08,24,60,"C",1,4,"0","0","150",NA,2
2,2021-12-08,24,60,"E",1,2,"0","0","0",NA,2
2,2021-12-08,24,60,"E",1,3,"0","0","0",NA,2
2,2021-12-08,24,60,"E",1,4,"0","0","0",NA,2
2,2021-12-08,20,60,"C",1,2,"0","0","100",NA,2
2,2021-12-08,20,60,"C",1,3,"0","0","0",NA,2
2,2021-12-08,20,60,"C",1,4,"0","0","100",NA,2
2,2021-12-08,20,60,"E",1,2,"0","0","0",NA,2
2,2021-12-08,20,60,"E",1,3,"0","0","0",NA,2
2,2021-12-08,20,60,"E",1,4,"0","0","0",NA,2
2,2021-12-08,16,60,"C",1,2,"0","0","100",NA,2
2,2021-12-08,16,60,"C",1,3,"0","0","100",NA,2
2,2021-12-08,16,60,"C",1,4,"0","0","100",NA,2
2,2021-12-08,16,60,"E",1,2,"0","0","0",NA,2
2,2021-12-08,16,60,"E",1,3,"0","0","0",NA,2
2,2021-12-08,16,60,"E",1,4,"0","0","0",NA,2
3,2021-12-09,38,30,"C",1,2,"0","0","250",NA,3
3,2021-12-09,38,30,"C",1,3,"0","0","200",NA,3
3,2021-12-09,38,30,"C",1,4,"0","0","200",NA,3
3,2021-12-09,38,30,"E",1,2,"0","0","0","DEAD",3
3,2021-12-09,38,30,"E",1,3,"0","0","0","DEAD",3
3,2021-12-09,38,30,"E",1,4,"0","0","0","DEAD",3
3,2021-12-09,35,75,"C",1,2,"0","0","50",NA,3
3,2021-12-09,35,75,"C",1,3,"0","0","50",NA,3
3,2021-12-09,35,75,"C",1,4,"0","0","50",NA,3
3,2021-12-09,35,75,"E",1,2,"0","0","0",NA,3
3,2021-12-09,35,75,"E",1,3,"0","0","0",NA,3
3,2021-12-09,35,75,"E",1,4,"0","0","0",NA,3
3,2021-12-09,32,45,"C",1,2,"0","0","200",NA,3
3,2021-12-09,32,45,"C",1,3,"0","0","200",NA,3
3,2021-12-09,32,45,"C",1,4,"0","0","200",NA,3
3,2021-12-09,32,45,"E",1,2,"0","0","0",NA,3
3,2021-12-09,32,45,"E",1,3,"0","0","0",NA,3
3,2021-12-09,32,45,"E",1,4,"0","0","0",NA,3
3,2021-12-09,28,45,"C",1,2,"0","0","250",NA,3
3,2021-12-09,28,45,"C",1,3,"0","0","200",NA,3
3,2021-12-09,28,45,"C",1,4,"0","0","200",NA,3
3,2021-12-09,28,45,"E",1,2,"0","0","0",NA,3
3,2021-12-09,28,45,"E",1,3,"0","0","0",NA,3
3,2021-12-09,28,45,"E",1,4,"0","0","0",NA,3
3,2021-12-09,24,60,"C",1,2,"0","0","100",NA,3
3,2021-12-09,24,60,"C",1,3,"0","0","100",NA,3
3,2021-12-09,24,60,"C",1,4,"0","0","100",NA,3
3,2021-12-09,24,60,"E",1,2,"0","0","0",NA,3
3,2021-12-09,24,60,"E",1,3,"0","0","0",NA,3
3,2021-12-09,24,60,"E",1,4,"0","0","0",NA,3
3,2021-12-09,20,60,"C",1,2,"0","0","100",NA,3
3,2021-12-09,20,60,"C",1,3,"0","0","100",NA,3
3,2021-12-09,20,60,"C",1,4,"0","0","150",NA,3
3,2021-12-09,20,60,"E",1,2,"0","0","0",NA,3
3,2021-12-09,20,60,"E",1,3,"0","0","0",NA,3
3,2021-12-09,20,60,"E",1,4,"0","0","0",NA,3
3,2021-12-09,16,60,"C",1,2,"0","0","100",NA,3
3,2021-12-09,16,60,"C",1,3,"0","0","150",NA,3
3,2021-12-09,16,60,"C",1,4,"0","0","100",NA,3
3,2021-12-09,16,60,"E",1,2,"0","0","0",NA,3
3,2021-12-09,16,60,"E",1,3,"0","0","0",NA,3
3,2021-12-09,16,60,"E",1,4,"0","0","0",NA,3
4,2021-12-10,38,30,"C",1,2,"0","0","100",NA,4
4,2021-12-10,38,30,"C",1,3,"0","0","50",NA,4
4,2021-12-10,38,30,"C",1,4,"0","0","300",NA,4
4,2021-12-10,35,75,"C",1,2,"0","0","50",NA,4
4,2021-12-10,35,75,"C",1,3,"0","0","50",NA,4
4,2021-12-10,35,75,"C",1,4,"0","0","50",NA,4
4,2021-12-10,35,75,"E",1,2,"0","0","0",NA,4
4,2021-12-10,35,75,"E",1,3,"0","0","0",NA,4
4,2021-12-10,35,75,"E",1,4,"0","0","0",NA,4
4,2021-12-10,32,45,"C",1,2,"0","0","150",NA,4
4,2021-12-10,32,45,"C",1,3,"0","0","100",NA,4
4,2021-12-10,32,45,"C",1,4,"0","0","200",NA,4
4,2021-12-10,32,45,"E",1,2,"0","0","0",NA,4
4,2021-12-10,32,45,"E",1,3,"0","0","0",NA,4
4,2021-12-10,32,45,"E",1,4,"0","0","0",NA,4
4,2021-12-10,28,45,"C",1,2,"0","0","200",NA,4
4,2021-12-10,28,45,"C",1,3,"0","0","100",NA,4
4,2021-12-10,28,45,"C",1,4,"0","0","250",NA,4
4,2021-12-10,28,45,"E",1,2,"0","0","0",NA,4
4,2021-12-10,28,45,"E",1,3,"0","0","0",NA,4
4,2021-12-10,28,45,"E",1,4,"0","0","0",NA,4
4,2021-12-10,24,60,"C",1,2,"0","0","100",NA,4
4,2021-12-10,24,60,"C",1,3,"0","0","100",NA,4
4,2021-12-10,24,60,"C",1,4,"0","0","100",NA,4
4,2021-12-10,24,60,"E",1,2,"0","0","0",NA,4
4,2021-12-10,24,60,"E",1,3,"0","0","0",NA,4
4,2021-12-10,24,60,"E",1,4,"0","0","0",NA,4
4,2021-12-10,20,60,"C",1,2,"0","0","100",NA,4
4,2021-12-10,20,60,"C",1,3,"0","0","100",NA,4
4,2021-12-10,20,60,"C",1,4,"0","0","100",NA,4
4,2021-12-10,20,60,"E",1,2,"0","0","0",NA,4
4,2021-12-10,20,60,"E",1,3,"0","0","0",NA,4
4,2021-12-10,20,60,"E",1,4,"0","0","0",NA,4
4,2021-12-10,16,60,"C",1,2,"0","0","100",NA,4
4,2021-12-10,16,60,"C",1,3,"0","0","100",NA,4
4,2021-12-10,16,60,"C",1,4,"0","0","100",NA,4
4,2021-12-10,16,60,"E",1,2,"0","0","0",NA,4
4,2021-12-10,16,60,"E",1,3,"0","0","0",NA,4
4,2021-12-10,16,60,"E",1,4,"0","0","0",NA,4
5,2021-12-11,38,30,"C",1,2,"37","0","200",NA,5
5,2021-12-11,38,30,"C",1,3,"48","0","600",NA,5
5,2021-12-11,38,30,"C",1,4,"54","0","300",NA,5
5,2021-12-11,35,75,"C",1,2,"25","0","50",NA,5
5,2021-12-11,35,75,"C",1,3,"25","0","50",NA,5
5,2021-12-11,35,75,"C",1,4,"32","0","0",NA,5
5,2021-12-11,35,75,"E",1,2,"55","0","0",NA,5
5,2021-12-11,35,75,"E",1,3,"47","2","0",NA,5
5,2021-12-11,35,75,"E",1,4,"57","1","0",NA,5
5,2021-12-11,32,45,"C",1,2,"3","0","150",NA,5
5,2021-12-11,32,45,"C",1,3,"4","0","300",NA,5
5,2021-12-11,32,45,"C",1,4,"6","0","200",NA,5
5,2021-12-11,32,45,"E",1,2,"0","0","0","DEAD",5
5,2021-12-11,32,45,"E",1,3,"0","0","0","DEAD",5
5,2021-12-11,32,45,"E",1,4,"0","0","0","DEAD",5
5,2021-12-11,28,45,"C",1,2,"0","0","200",NA,5
5,2021-12-11,28,45,"C",1,3,"0","0","300",NA,5
5,2021-12-11,28,45,"C",1,4,"0","0","250",NA,5
5,2021-12-11,28,45,"E",1,2,"0","0","0","DEAD",5
5,2021-12-11,28,45,"E",1,3,"0","0","0","DEAD",5
5,2021-12-11,28,45,"E",1,4,"0","0","0","DEAD",5
5,2021-12-11,24,60,"C",1,2,"0","0","100",NA,5
5,2021-12-11,24,60,"C",1,3,"0","0","150",NA,5
5,2021-12-11,24,60,"C",1,4,"0","0","150",NA,5
5,2021-12-11,24,60,"E",1,2,"0","0","0",NA,5
5,2021-12-11,24,60,"E",1,3,"0","0","0",NA,5
5,2021-12-11,24,60,"E",1,4,"0","0","0",NA,5
5,2021-12-11,20,60,"C",1,2,"0","0","100",NA,5
5,2021-12-11,20,60,"C",1,3,"0","0","100",NA,5
5,2021-12-11,20,60,"C",1,4,"0","0","100",NA,5
5,2021-12-11,20,60,"E",1,2,"0","0","0",NA,5
5,2021-12-11,20,60,"E",1,3,"0","0","0",NA,5
5,2021-12-11,20,60,"E",1,4,"0","0","0",NA,5
5,2021-12-11,16,60,"C",1,2,"0","0","100",NA,5
5,2021-12-11,16,60,"C",1,3,"0","0","100",NA,5
5,2021-12-11,16,60,"C",1,4,"0","0","100",NA,5
5,2021-12-11,16,60,"E",1,2,"0","0","0",NA,5
5,2021-12-11,16,60,"E",1,3,"0","0","0",NA,5
5,2021-12-11,16,60,"E",1,4,"0","0","0",NA,5
6,2021-12-12,38,30,"C",1,2,"21","18","300","1",6
6,2021-12-12,38,30,"C",1,3,"24","22","250",NA,6
6,2021-12-12,38,30,"C",1,4,"27","42","200",NA,6
6,2021-12-12,35,75,"C",1,2,"52","12","100",NA,6
6,2021-12-12,35,75,"C",1,3,"51","5","100",NA,6
6,2021-12-12,35,75,"C",1,4,"41","11","100",NA,6
6,2021-12-12,35,75,"E",1,2,"39","30","0",NA,6
6,2021-12-12,35,75,"E",1,3,"34","28","0",NA,6
6,2021-12-12,35,75,"E",1,4,"22","34","0",NA,6
6,2021-12-12,32,45,"C",1,2,"65","0","150",NA,6
6,2021-12-12,32,45,"C",1,3,"60","0","100",NA,6
6,2021-12-12,32,45,"C",1,4,"50","1","150",NA,6
6,2021-12-12,28,45,"C",1,2,"0","0","300",NA,6
6,2021-12-12,28,45,"C",1,3,"0","0","200",NA,6
6,2021-12-12,28,45,"C",1,4,"0","0","100",NA,6
6,2021-12-12,24,60,"C",1,2,"0","0","150",NA,6
6,2021-12-12,24,60,"C",1,3,"0","0","100",NA,6
6,2021-12-12,24,60,"C",1,4,"0","0","100",NA,6
6,2021-12-12,24,60,"E",1,2,"0","0","0",NA,6
6,2021-12-12,24,60,"E",1,3,"0","0","0",NA,6
6,2021-12-12,24,60,"E",1,4,"0","0","0",NA,6
6,2021-12-12,20,60,"C",1,2,"0","0","100",NA,6
6,2021-12-12,20,60,"C",1,3,"0","0","100",NA,6
6,2021-12-12,20,60,"C",1,4,"0","0","100",NA,6
6,2021-12-12,20,60,"E",1,2,"0","0","0",NA,6
6,2021-12-12,20,60,"E",1,3,"0","0","0",NA,6
6,2021-12-12,20,60,"E",1,4,"0","0","0",NA,6
6,2021-12-12,16,60,"C",1,2,"0","0","100",NA,6
6,2021-12-12,16,60,"C",1,3,"0","0","100",NA,6
6,2021-12-12,16,60,"C",1,4,"0","0","100",NA,6
6,2021-12-12,16,60,"E",1,2,"0","0","0",NA,6
6,2021-12-12,16,60,"E",1,3,"0","0","0",NA,6
6,2021-12-12,16,60,"E",1,4,"0","0","0",NA,6
7,2021-12-13,38,30,"C",1,2,"3","30","200",NA,7
7,2021-12-13,38,30,"C",1,3,"2","47","250","1",7
7,2021-12-13,38,30,"C",1,4,"2","27","150",NA,7
7,2021-12-13,35,75,"C",1,2,"5","60","100","1",7
7,2021-12-13,35,75,"C",1,3,"8","63","50","1",7
7,2021-12-13,35,75,"C",1,4,"10","55","50",NA,7
7,2021-12-13,35,75,"E",1,2,"2","62","0",NA,7
7,2021-12-13,35,75,"E",1,3,"2","43","0",NA,7
7,2021-12-13,35,75,"E",1,4,"5","38","0",NA,7
7,2021-12-13,32,45,"C",1,2,"11","43","100",NA,7
7,2021-12-13,32,45,"C",1,3,"14","42","100",NA,7
7,2021-12-13,32,45,"C",1,4,"9","41","100",NA,7
7,2021-12-13,28,45,"C",1,2,"2","0","150",NA,7
7,2021-12-13,28,45,"C",1,3,"6","0","100",NA,7
7,2021-12-13,28,45,"C",1,4,"7","0","300",NA,7
7,2021-12-13,24,60,"C",1,2,"0","0","100",NA,7
7,2021-12-13,24,60,"C",1,3,"0","0","200",NA,7
7,2021-12-13,24,60,"C",1,4,"0","0","200",NA,7
7,2021-12-13,24,60,"E",1,2,"0","0","0",NA,7
7,2021-12-13,24,60,"E",1,3,"0","0","0",NA,7
7,2021-12-13,24,60,"E",1,4,"0","0","0",NA,7
7,2021-12-13,20,60,"C",1,2,"0","0","100",NA,7
7,2021-12-13,20,60,"C",1,3,"0","0","100",NA,7
7,2021-12-13,20,60,"C",1,4,"0","0","100",NA,7
7,2021-12-13,20,60,"E",1,2,"0","0","0",NA,7
7,2021-12-13,20,60,"E",1,3,"0","0","0",NA,7
7,2021-12-13,20,60,"E",1,4,"0","0","0",NA,7
7,2021-12-13,16,60,"C",1,2,"0","0","100",NA,7
7,2021-12-13,16,60,"C",1,3,"0","0","100",NA,7
7,2021-12-13,16,60,"C",1,4,"0","0","50",NA,7
7,2021-12-13,16,60,"E",1,2,"0","0","0",NA,7
7,2021-12-13,16,60,"E",1,3,"0","0","0",NA,7
7,2021-12-13,16,60,"E",1,4,"0","0","0",NA,7
8,2021-12-14,38,30,"C",1,2,"1","3","200",NA,8
8,2021-12-14,38,30,"C",1,3,"2","2","200",NA,8
8,2021-12-14,38,30,"C",1,4,"0","7","200",NA,8
8,2021-12-14,35,75,"C",1,2,"0","11","100",NA,8
8,2021-12-14,35,75,"C",1,3,"na","13","na","finished",8
8,2021-12-14,35,75,"C",1,4,"2","11","150",NA,8
8,2021-12-14,35,75,"E",1,2,"1","2","0",NA,8
8,2021-12-14,35,75,"E",1,3,"na","2","0","finished",8
8,2021-12-14,35,75,"E",1,4,"na","5","0","finished",8
8,2021-12-14,32,45,"C",1,2,"3","32","150","2",8
8,2021-12-14,32,45,"C",1,3,"1","32","100","1",8
8,2021-12-14,32,45,"C",1,4,"1","20","150",NA,8
8,2021-12-14,28,45,"C",1,2,"24","0","200",NA,8
8,2021-12-14,28,45,"C",1,3,"36","1","300",NA,8
8,2021-12-14,28,45,"C",1,4,"43","1","250",NA,8
8,2021-12-14,24,60,"C",1,2,"0","0","100",NA,8
8,2021-12-14,24,60,"C",1,3,"0","0","150",NA,8
8,2021-12-14,24,60,"C",1,4,"0","0","100",NA,8
8,2021-12-14,24,60,"E",1,2,"na","na","na","DEAD",8
8,2021-12-14,24,60,"E",1,3,"na","na","na","DEAD",8
8,2021-12-14,24,60,"E",1,4,"na","na","na","DEAD",8
8,2021-12-14,20,60,"C",1,2,"0","0","100",NA,8
8,2021-12-14,20,60,"C",1,3,"0","0","150",NA,8
8,2021-12-14,20,60,"C",1,4,"0","0","100",NA,8
8,2021-12-14,20,60,"E",1,2,"0","0","0",NA,8
8,2021-12-14,20,60,"E",1,3,"0","0","0",NA,8
8,2021-12-14,20,60,"E",1,4,"0","0","0",NA,8
8,2021-12-14,16,60,"C",1,2,"0","0","100",NA,8
8,2021-12-14,16,60,"C",1,3,"0","0","100",NA,8
8,2021-12-14,16,60,"C",1,4,"0","0","100",NA,8
8,2021-12-14,16,60,"E",1,2,"0","0","0",NA,8
8,2021-12-14,16,60,"E",1,3,"0","0","0",NA,8
8,2021-12-14,16,60,"E",1,4,"0","0","0",NA,8
9,2021-12-15,38,30,"C",1,2,"0","0","350",NA,9
9,2021-12-15,38,30,"C",1,3,"1","1","300",NA,9
9,2021-12-15,38,30,"C",1,4,"1","0","300",NA,9
9,2021-12-15,35,75,"C",1,2,"2","2","250",NA,9
9,2021-12-15,35,75,"C",1,4,"0","0","250",NA,9
9,2021-12-15,35,75,"E",1,2,"0","1","0",NA,9
9,2021-12-15,32,45,"C",1,2,"0","3","250",NA,9
9,2021-12-15,32,45,"C",1,3,"3","1","300",NA,9
9,2021-12-15,32,45,"C",1,4,"2","3","250",NA,9
9,2021-12-15,28,45,"C",1,2,"31","12","350",NA,9
9,2021-12-15,28,45,"C",1,3,"8","21","300",NA,9
9,2021-12-15,28,45,"C",1,4,"18","29","300",NA,9
9,2021-12-15,24,60,"C",1,2,"4","0","300",NA,9
9,2021-12-15,24,60,"C",1,3,"26","0","250",NA,9
9,2021-12-15,24,60,"C",1,4,"15","0","250",NA,9
9,2021-12-15,20,60,"C",1,2,"0","0","200",NA,9
9,2021-12-15,20,60,"C",1,3,"0","0","200",NA,9
9,2021-12-15,20,60,"C",1,4,"0","0","200",NA,9
9,2021-12-15,20,60,"E",1,2,"0","0","0",NA,9
9,2021-12-15,20,60,"E",1,3,"0","0","0",NA,9
9,2021-12-15,20,60,"E",1,4,"0","0","0",NA,9
9,2021-12-15,16,60,"C",1,2,"0","0","150",NA,9
9,2021-12-15,16,60,"C",1,3,"0","0","150",NA,9
9,2021-12-15,16,60,"C",1,4,"0","0","250",NA,9
9,2021-12-15,16,60,"E",1,2,"0","0","0",NA,9
9,2021-12-15,16,60,"E",1,3,"0","0","0",NA,9
9,2021-12-15,16,60,"E",1,4,"0","0","0",NA,9
10,2021-12-16,38,30,"C",1,2,"0","0","250","1",10
10,2021-12-16,38,30,"C",1,3,"0","0","200",NA,10
10,2021-12-16,38,30,"C",1,4,"0","0","200",NA,10
10,2021-12-16,35,75,"C",1,2,"na","1","200","finished",10
10,2021-12-16,35,75,"C",1,4,"2","0","200",NA,10
10,2021-12-16,35,75,"E",1,2,"0","0","0",NA,10
10,2021-12-16,32,45,"C",1,2,"3","1","200",NA,10
10,2021-12-16,32,45,"C",1,3,"1","2","200",NA,10
10,2021-12-16,32,45,"C",1,4,"0","2","200",NA,10
10,2021-12-16,28,45,"C",1,2,"6","31","200",NA,10
10,2021-12-16,28,45,"C",1,3,"15","23","200",NA,10
10,2021-12-16,28,45,"C",1,4,"8","29","200",NA,10
10,2021-12-16,24,60,"C",1,2,"31","0","100",NA,10
10,2021-12-16,24,60,"C",1,3,"43","1","100",NA,10
10,2021-12-16,24,60,"C",1,4,"49","0","100",NA,10
10,2021-12-16,20,60,"C",1,2,"0","0","50",NA,10
10,2021-12-16,20,60,"C",1,3,"0","0","50",NA,10
10,2021-12-16,20,60,"C",1,4,"0","0","50",NA,10
10,2021-12-16,20,60,"E",1,2,"na","0","na","finished",10
10,2021-12-16,20,60,"E",1,3,"0","0","0",NA,10
10,2021-12-16,20,60,"E",1,4,"na","0","na","finished",10
10,2021-12-16,16,60,"C",1,2,"0","0","50",NA,10
10,2021-12-16,16,60,"C",1,3,"0","0","50",NA,10
10,2021-12-16,16,60,"C",1,4,"0","0","50",NA,10
10,2021-12-16,16,60,"E",1,2,"0","0","0",NA,10
10,2021-12-16,16,60,"E",1,3,"0","0","0",NA,10
10,2021-12-16,16,60,"E",1,4,"0","0","0",NA,10
11,2021-12-17,38,30,"C",1,2,"0","0","350",NA,11
11,2021-12-17,38,30,"C",1,3,"0","0","250",NA,11
11,2021-12-17,38,30,"C",1,4,"0","0","250",NA,11
11,2021-12-17,35,75,"C",1,4,"1","2","0",NA,11
11,2021-12-17,35,75,"E",1,2,"na","na","0","finished",11
11,2021-12-17,32,45,"C",1,2,"0","2","250",NA,11
11,2021-12-17,32,45,"C",1,3,"1","0","250",NA,11
11,2021-12-17,32,45,"C",1,4,"0","0","300",NA,11
11,2021-12-17,28,45,"C",1,2,"8","13","200","1",11
11,2021-12-17,28,45,"C",1,3,"5","16","300",NA,11
11,2021-12-17,28,45,"C",1,4,"1","12","300",NA,11
11,2021-12-17,24,60,"C",1,2,"29","9","150",NA,11
11,2021-12-17,24,60,"C",1,3,"17","37","150",NA,11
11,2021-12-17,24,60,"C",1,4,"18","23","150",NA,11
11,2021-12-17,20,60,"C",1,2,"0","0","250",NA,11
11,2021-12-17,20,60,"C",1,3,"0","0","250",NA,11
11,2021-12-17,20,60,"C",1,4,"0","0","250",NA,11
11,2021-12-17,20,60,"E",1,3,"na","na","0","finished",11
11,2021-12-17,16,60,"C",1,2,"0","0","50",NA,11
11,2021-12-17,16,60,"C",1,3,"0","0","50",NA,11
11,2021-12-17,16,60,"C",1,4,"0","0","50",NA,11
11,2021-12-17,16,60,"E",1,2,"0","0","0",NA,11
11,2021-12-17,16,60,"E",1,3,"0","0","0",NA,11
11,2021-12-17,16,60,"E",1,4,"0","0","0",NA,11
12,2021-12-18,38,30,"C",1,2,"0","0","300",NA,12
12,2021-12-18,38,30,"C",1,3,"0","0","100",NA,12
12,2021-12-18,38,30,"C",1,4,"0","0","150",NA,12
12,2021-12-18,35,75,"C",1,4,"na","1","na","finished",12
